entity,type,source
United States of America,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
9 September 2018,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
"the Royal Academy of Science, Letters and Fine Arts of Belgium",ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the next year,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Duhem,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
James R.,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
November 2016,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
James Watt,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Bourg,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1828,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
John J.,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
"the Royal Academy of Science, Letters and Fine Arts",ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Frédéric Ozanam,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Parana,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Ampère Museum,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Einstein,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Chisholm,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
St. Thomas Law Journal.,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Ørsted,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Revolutionary government,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
François Arago,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Charles-Augustin de Coulomb,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Robertson,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
André-Marie Ampère,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Bachelier,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Germany,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
David L.,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1824,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Theoretical Kinematics,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Dictionary of Scientific Biography,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
eighteen,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1802,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Encyclopædia Britannica,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Ampère Museum,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Alan Aversa,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Williams,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Leonhard Euler,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1834,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
John,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Paris,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Gregory,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
2005,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
20 January 1775,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
England,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1883,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1911,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1769–2005,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Blackwell,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1990,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Laidler,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Royal Society,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
29 December 2007,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the École Centrale,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Society of Saint Vincent de Paul.[11,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
New York,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Harvard:,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Montreal,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
between 1751 and 1772,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Rousseau,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
2015,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Merz,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Michael D. Godfrey,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Maxwell,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
André Marie Ampère,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1799,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Nineteenth Century,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Hofmann,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
2003,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
21 October 2025,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
École Polytechnique,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
France,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
12,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
20 January 1775 – 10 June 1836)[2,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
O'Connor,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Buffon,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1796,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Ampére,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
10 June 1836,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
8.10.1825,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Essai sur la philosophie des sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
André Koch Torres Assis,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the École polytechnique,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Collège de France,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jean-Jacques,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Michael Faraday,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1843,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Daniel Bernoulli.[7,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
John Paul II,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
André-Marie,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Alessandro Volta,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
3 January 2026,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Albert Einstein,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1873,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
James Clerk Maxwell,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1822,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1804,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Saint Petersburg Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Newton,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Chez Bachelier,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
École polytechnique,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1915,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Glenn N. Statile,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Essai sur la Philosophie des Sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Oxford:,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Andre-Marie Ampere,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
61,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Teknisk Ukeblad,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jean-Baptiste Henri Lacordaire,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Hugh,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Edmund F.,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Denis Diderot,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1963,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1970,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
October 2025,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
DOI,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Princeton University Press,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1995,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1820,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Almost 100 years later,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Dover Publications,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jean-Jacques Ampère,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Wander Johannes de Haas,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Royal Society of Edinburgh,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1993,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
CNRS,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1917,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1853,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Franklin Institute,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Nineteenth Century,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
B. G. Teubner,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1921,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1910,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Miller,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
9 February 1928,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Karl Przibram,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
18 July 1853,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Nederlands Tijdschirft,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Waddenzee,LOC,https://en.wikipedia.org/wiki/Hendrik_Lorentz
9 October 2022,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Université de Lausanne,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Leipzig,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1918,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the period 1918 till 1926,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Abraham,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
many years,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
today,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1904,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
The following year,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
seventy-two,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Ernest Flammarion,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1929,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Przibram,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Royal Society,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1967,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Karl,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
de Haas-Lorentz,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
20th Century,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
2011,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
"the International Committee on Intellectual Cooperation,[4",ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Hendrik Antoon Lorentz,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Eine Sammlung von Abhandlungen,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Albert Einstein's,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Oxford University Press,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Owen Richardson's,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
University of St Andrews,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Birkhäuser,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Anne J.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the American Philosophical Society,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Johan Thorbecke,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Michelson,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
National Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Amsterdam,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Newcastle-on-Cyne,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Biodiversity Heritage Library,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Wilhelm II,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1981,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1973,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1 May 2008,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Typescript of Lecture Notes,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
H. F.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Beenakker,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Einstein,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Curie uit Parijs,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Wander de Haas,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Annalen der Physik,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
H. A.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
15 January 2014,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Planck,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Leiden,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
H. A. Lorentz,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
May 29,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Arnhem,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1866 to 1869,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Maxwell,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Science and Hypothesis,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Royal Swedish Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Lodewijk,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1926,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the nineteenth century,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Mathematics Genealogy Project,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1986,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Nobelprize.org,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1932,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Luberta Hupkes,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Brace,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1915,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Erwin Schrödinger's,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1878,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Haarlem,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Paul Ehrenfest,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Edmund F.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the fall of 1926,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
American Academy of Arts and Sciences,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Palm,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
M. J. Klein,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
LibriVox,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1931,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1853 - 1928,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1916,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Grandjean,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Schatz,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Archives Néerlandaises des Sciences Exactes et Naturelles,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
January 1928,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
J. London Math. Soc.,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Johannes van der Waals,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Philosophical Library,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
9 October 2008,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
6 September 2015,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Rayleigh,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
m. 1881,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
A. Einstein,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Henri Poincaré,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
MacTutor History of Mathematics,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
30 May 2025,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
25 April 2012,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Otto,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Boston,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
10 August 2024,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Netherlands,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Martin J.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Minkowski,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
MacTutor History of Mathematics Archive,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
The League of Nations,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Wills,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Ithaca,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Addison–Wesley,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Proc. Acad. Science,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1920,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
— O. W. Richardson[31,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Scientia,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
4 November 2015,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1952,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Joh. C.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Frederik Kaiser,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Austrian Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1862,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Nobel Foundation,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
The Networks of Intellectual Cooperation,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Congress of arts and science,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
royalsociety.org,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1897,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Paul Langevin,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
"Friday, February 10",DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
John J.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Russian Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the autumn of 1911,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Carlo,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
20th-century,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Paris,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1911,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
North Dakota State University,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Hogere Burgerschool,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
New York,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
19/20,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Klein,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1896,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Lausanne,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1872,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Lorentz,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Macrossan,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
O. W.,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
James Clerk Maxwell.[6][8,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Albert Einstein,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Hendrik Antoon Lorentz[a,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Saint Petersburg Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
19 June 2025,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
19 October 2016,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Dernières pensées,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
St. Louis,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Br. J. Philos. Sci.,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Richardson,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1963,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Gerrit Frederik Lorentz,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Brussels,GPE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Fizeau,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Cornell University,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Ernest Rutherford,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Larmor,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Zeeman,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1875,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Pieter Zeeman,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
"Houghton, Mifflin and Company",ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Nature,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
23 November 2025,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
ETH Zurich,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Justin Wintle,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the Internet Archive,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
Leiden,PERSON,https://en.wikipedia.org/wiki/Hendrik_Lorentz
the University of Amsterdam.[6,ORG,https://en.wikipedia.org/wiki/Hendrik_Lorentz
1999,DATE,https://en.wikipedia.org/wiki/Hendrik_Lorentz
